ID,O_Q63,O_Q80,O_Q91,O_Q92
4452,There is none,It  is a bullshit.,Disabled,
4453,There is no good reason,He took no salary as president so that's higher than what I expected. And the NY Times is not supporting their claim with any evidence so I won't be blindly trusting what they say.,,
4460,He will unite the country.,Not surprised,,
4463,There is a small chance that he won't ruin the country/,"Being he is wealthy, he should have paid more",,
4465,outrageous and dangerous behavior of trump,outrageous. must be investiagted and charged wiyh tax fraud Trump,,
4470,Democratic beliefs.,Not suprised. Wish to end corruption and create wealth for all.,,
4472,"He is very professional, knows how to be a leader",very angry.  those living on fixed incomes pay way more than this,,
4474,None!,Lies.  Media lies,,
4476,I think he is honest and wants to do as much for the American people as you can,I think he was a cheat and a liar and should go to prison for it,,
4494,He is a democrat.,I don?t understand how taxes work and why some people pay and some get money back so I?m not exactly the best person to ask that.,,
4495,"I agree with many of Bidens policy. Regardless of this, we need to vote Donald Trump out of office. Anyone would be better than him.",Disgusted but not suprised. I can't believe people still support him after this.,,
4496,"I believe he might be a better president, however I am not so certain his coice for vice president is wrong.  the main reason I wouldn[t vote for his is he is in the wrong polical party; Any party that has Nancy Pelosi and Hilarty  clinton in, I am against.",For a billionaire to pah that low taxes is just ploin wrong. He must have some very creative bookkeeper for that to happen. Looks like he thinks he is above the law. I am lowering my opinion each day. I would vote against him if his party wasn't Repubcanion. I am strongly opoised against him  rivial wasn't in the Democratic party.,,
4498,Because trump has done absolutely nothing for the ordinary citizens like me.,He pays less in taxes then I do being retired.,,
4499,nothing,"Don't really care , most people who make that kind of money know how to use the system to avoid taxes",,
4500,It is for the people and believes in America,This is a travesty,,
4502,"Nothing,  he's a socialist","We have more serious issyes to concern ourselves with. Eben if true,  if was not breaking any law",,
4503,There is none.,"If true, I think it's wise of him to use the existing tax code to minimize taxes due.",,
4505,He cares about all Americans.  He denounces hate groups.  He tells the truth.,This is how the rich get richer by having tax laws that benifift only the wealthy.,,
4508,"I do not plan to support Joe Biden, but you are only giving me two options. I will be voting for Jo Jorgensen. We can do better than these two terrible men.",Why does everyone react with surprise at this information? If everyone had stopped paying attention to him in 2016 he would have never been elected. This is that we all enjoy the more sensational news so we follow it even though we know that it is not healthy. Then we are surprised when the bad behavior continues but we did not ignore it before so this monster was created by our very own watching.,,
4509,There is no reason. Why is this survey only including 2 candidates? It seems to be severely slanted towards Biden so far. This makes your results invalid. Someone wasted their money on this.,"It makes no difference whatsoever. His actions were likely all legal. The way the media phrases it makes it sound awful.  Where is Jo Jorgensen in these questions?  Those options for best and worst were almost all bad, yet I had to choose one I thought was good. Another example of how biased this survey is and what makes the results invalid.",,Affiliate marketer
4512,To unify the country. The country is too filled with hatred and distrust of each other,"Not surprised, but extremely frustrated. We are expected to pay our fair share and he doesnt",,
4518,"He thinks issues through, uses advise of experts in the field at issue than makes a concise statement.  He does not rant and put others down. He affirms the value of all people, brown, black, asian, gay, or not, christian or not, rich or poor, educated or not, disabled or not.","If that is true then our tax laws need to be changed, all presidentsneed to show assets, and tax records to prevent self advantage.",,
4519,He might protect the middle class better,"Not sure it is all true, don't care about the taxes issue",,
4525,None. Biden has a proven track record of being a puppet.  He makes no decisions on his own and flip flops on issues depending on whose vote he's looking for.,I dont care. He has lawyers whom are smart enough to use the tax credits available to lower his tax liability. Wish i could do that.,,Truck driver
